sample_idx,true_label,target_label,adv_label,success,queries,l2_mag
0,0,2,2,True,24,610.6439
0,0,6,6,True,25,963.3732
0,0,9,9,True,26,1468.9912
1,0,6,6,True,26,1462.7843
4,0,6,6,True,25,1267.6013
4,0,9,9,True,26,1507.9867
5,0,6,6,True,26,1447.4426
8,0,6,6,True,25,1214.8235
9,0,2,2,True,25,1266.6893
13,0,2,2,True,25,1347.7571
13,0,9,9,True,26,1408.7711
15,0,2,2,True,24,623.8966
15,0,8,8,True,26,1517.3405
16,0,5,5,True,26,1460.922
17,0,2,2,True,26,1523.7477
17,0,6,6,True,26,1429.5895
18,0,4,4,True,26,1393.1802
18,0,9,9,True,26,1494.3674
19,0,2,2,True,25,1274.7067
19,0,6,6,True,26,1493.7302
20,0,6,6,True,26,1454.4824
24,0,2,2,True,26,1315.0894
24,0,4,4,True,26,1246.1753
24,0,6,6,True,24,723.00555
25,0,2,2,True,26,1488.962
25,0,9,9,True,26,1425.3898
26,0,2,2,True,26,1526.0037
26,0,4,4,True,27,1284.942
26,0,5,5,True,26,1505.3545
26,0,6,6,True,26,1193.9879
26,0,7,7,True,26,1442.852
26,0,9,9,True,25,1155.8339
30,0,2,2,True,25,1210.758
31,0,2,2,True,24,790.1329
31,0,4,4,True,26,1155.0208
31,0,6,6,True,26,1048.969
33,0,2,2,True,26,1522.3722
33,0,6,6,True,26,1420.6079
35,0,2,2,True,25,945.917
35,0,4,4,True,26,1279.2858
35,0,6,6,True,25,911.7648
35,0,9,9,True,26,1219.8242
36,0,2,2,True,26,1524.2788
38,0,2,2,True,26,1442.5939
38,0,6,6,True,25,1119.2568
38,0,9,9,True,26,1468.3477
39,0,6,6,True,26,1450.6475
40,0,2,2,True,26,1406.1799
43,0,2,2,True,26,1474.0176
43,0,4,4,True,27,1471.2168
43,0,6,6,True,26,1359.5114
43,0,9,9,True,26,1229.436
45,0,2,2,True,25,1180.2166
45,0,6,6,True,27,1522.3239
46,0,2,2,True,26,1440.1924
46,0,6,6,True,25,1180.5524
49,0,2,2,True,25,1351.9386
49,0,4,4,True,27,1517.4291
49,0,9,9,True,26,1466.6523
52,0,2,2,True,25,1255.1793
53,0,2,2,True,24,637.884
53,0,4,4,True,27,1291.7225
53,0,5,5,True,26,1510.536
53,0,6,6,True,27,1475.854
53,0,7,7,True,26,1485.8226
53,0,9,9,True,26,1338.0549
54,0,2,2,True,26,1496.4822
57,0,2,2,True,25,894.45013
57,0,4,4,True,27,1388.5824
57,0,9,9,True,25,1171.5891
60,0,2,2,True,26,1380.1011
60,0,4,4,True,26,1443.8484
60,0,6,6,True,24,860.6242
60,0,7,7,True,25,1320.7494
61,0,2,2,True,25,1213.6296
61,0,4,4,True,27,1492.5686
61,0,6,6,True,27,1507.5374
62,0,2,2,True,26,1456.2377
62,0,6,6,True,25,1078.3779
62,0,9,9,True,26,1164.1628
63,0,4,4,True,27,1489.1044
63,0,6,6,True,25,1296.4756
64,0,6,6,True,26,1495.547
65,0,2,2,True,26,1436.4073
65,0,6,6,True,25,1097.2179
65,0,9,9,True,26,1328.7498
69,0,6,6,True,26,1408.131
70,0,6,6,True,26,1462.0999
74,0,9,9,True,26,1449.344
77,0,2,2,True,25,1168.2281
77,0,6,6,True,25,1264.5493
80,0,2,2,True,26,1506.7654
81,0,2,2,True,25,1032.015
81,0,4,4,True,27,1491.1324
81,0,6,6,True,26,1369.7999
81,0,9,9,True,26,1344.1061
82,0,2,2,True,26,1370.0088
82,0,4,4,True,27,1516.151
82,0,9,9,True,26,1491.6819
83,0,6,6,True,26,1359.483
85,0,2,2,True,26,1366.2991
85,0,4,4,True,26,1419.2966
85,0,6,6,True,26,1358.1693
85,0,7,7,True,26,1503.0779
85,0,9,9,True,26,1349.4292
86,0,2,2,True,24,777.5558
86,0,4,4,True,26,1054.166
86,0,6,6,True,24,766.5866
86,0,9,9,True,27,1453.7638
87,0,2,2,True,26,1460.5769
87,0,6,6,True,25,1255.9921
89,0,2,2,True,25,1232.9854
89,0,6,6,True,26,1314.1777
90,0,2,2,True,26,1235.7144
90,0,6,6,True,25,1111.0806
91,0,6,6,True,25,1173.4705
91,0,9,9,True,26,1483.844
92,0,2,2,True,24,902.43225
92,0,4,4,True,26,1419.5168
92,0,6,6,True,24,786.35486
92,0,9,9,True,25,1184.4222
95,0,6,6,True,26,1375.3527
98,0,4,4,True,26,1420.0746
98,0,6,6,True,24,680.6703
98,0,9,9,True,26,1364.4647
99,0,2,2,True,26,1510.1377
99,0,6,6,True,25,1313.901
100,1,0,0,True,25,959.73224
100,1,2,2,True,24,660.7231
100,1,3,3,True,25,1028.2797
100,1,4,4,True,25,1008.9232
100,1,5,5,True,26,1080.206
100,1,6,6,True,24,735.8165
100,1,7,7,True,24,705.1213
100,1,8,8,True,26,987.3191
100,1,9,9,True,24,530.89923
101,1,0,0,True,25,958.90094
101,1,2,2,True,24,871.67883
101,1,3,3,True,26,1275.2396
101,1,4,4,True,26,1270.4146
101,1,5,5,True,26,1443.1206
101,1,6,6,True,25,1089.6793
101,1,7,7,True,26,1130.9956
101,1,8,8,True,26,1053.1007
101,1,9,9,True,25,781.1114
102,1,2,2,True,24,742.4796
102,1,3,3,True,25,1112.5039
102,1,5,5,True,27,1488.1256
102,1,6,6,True,26,1061.5493
102,1,7,7,True,26,1165.3107
102,1,8,8,True,25,928.5499
102,1,9,9,True,24,641.9681
103,1,0,0,True,26,996.4402
103,1,2,2,True,24,557.9937
103,1,3,3,True,25,1053.6356
103,1,4,4,True,25,975.3697
103,1,5,5,True,26,1331.3977
103,1,6,6,True,25,923.9205
103,1,7,7,True,25,868.4296
103,1,8,8,True,26,1094.3976
103,1,9,9,True,25,630.5529
104,1,0,0,True,26,923.8295
104,1,2,2,True,24,925.9039
104,1,3,3,True,25,1034.4491
104,1,4,4,True,24,691.0702
104,1,5,5,True,24,708.8533
104,1,6,6,True,25,883.24915
104,1,7,7,True,24,629.68243
104,1,8,8,True,24,780.2596
104,1,9,9,True,24,545.6748
105,1,0,0,True,27,1407.0885
105,1,2,2,True,25,1112.2738
105,1,3,3,True,25,1144.1508
105,1,4,4,True,25,956.26196
105,1,5,5,True,24,850.73083
105,1,6,6,True,25,989.0981
105,1,7,7,True,24,800.4299
105,1,8,8,True,25,995.20703
105,1,9,9,True,24,744.31915
106,1,0,0,True,26,1288.0217
106,1,2,2,True,24,891.0926
106,1,3,3,True,26,1189.2649
106,1,4,4,True,26,1134.8247
106,1,5,5,True,25,1152.4348
106,1,6,6,True,24,723.9109
106,1,7,7,True,25,906.4265
106,1,8,8,True,26,1138.9486
106,1,9,9,True,25,976.79016
107,1,0,0,True,26,1083.3236
107,1,2,2,True,23,411.67828
107,1,3,3,True,25,1074.3165
107,1,5,5,True,26,1142.6018
107,1,6,6,True,24,683.8925
107,1,7,7,True,25,808.76575
107,1,8,8,True,25,1150.5503
107,1,9,9,True,25,697.39374
108,1,0,0,True,26,1092.8903
108,1,2,2,True,24,719.27185
108,1,3,3,True,25,1175.251
108,1,4,4,True,26,1266.1986
108,1,5,5,True,27,1356.2573
108,1,6,6,True,25,959.2403
108,1,7,7,True,25,848.8498
108,1,8,8,True,25,1147.6998
108,1,9,9,True,26,748.98596
109,1,0,0,True,26,1180.7968
109,1,2,2,True,24,642.4158
109,1,3,3,True,25,1116.2343
109,1,4,4,True,25,945.7526
109,1,5,5,True,26,1352.8673
109,1,6,6,True,25,854.5151
109,1,7,7,True,24,846.76855
109,1,8,8,True,26,1021.6017
109,1,9,9,True,24,651.7914
110,1,0,0,True,26,870.4344
110,1,2,2,True,24,809.9136
110,1,3,3,True,24,873.3293
110,1,5,5,True,26,1230.2914
110,1,6,6,True,25,841.01013
110,1,7,7,True,25,969.2286
110,1,8,8,True,25,1149.1057
110,1,9,9,True,25,1058.5707
111,1,0,0,True,27,1365.7028
111,1,2,2,True,25,1186.0734
111,1,3,3,True,25,1116.4323
111,1,4,4,True,25,882.5803
111,1,5,5,True,25,1086.0156
111,1,6,6,True,25,977.15454
111,1,7,7,True,24,867.1845
111,1,8,8,True,25,1043.3418
111,1,9,9,True,24,670.63403
112,1,0,0,True,27,1296.8558
112,1,2,2,True,24,620.4853
112,1,3,3,True,24,800.03186
112,1,4,4,True,24,754.7589
112,1,5,5,True,25,1023.0112
112,1,6,6,True,25,798.0363
112,1,7,7,True,24,783.0664
112,1,8,8,True,24,772.2894
112,1,9,9,True,24,707.3182
113,1,0,0,True,26,992.64044
113,1,2,2,True,24,568.0625
113,1,3,3,True,25,1114.2064
113,1,5,5,True,26,1307.5336
