sample_idx,true_label,target_label,adv_label,success,queries,l2_mag
0,0,2,2,True,24,776.87195
0,0,4,4,True,26,1171.219
0,0,6,6,True,25,929.3089
1,0,6,6,True,26,1361.0782
3,0,2,2,True,26,1366.2145
4,0,4,4,True,26,1365.2725
4,0,6,6,True,25,1098.6737
4,0,9,9,True,26,1492.0845
5,0,2,2,True,26,1440.8674
5,0,6,6,True,26,1463.9307
7,0,6,6,True,24,858.8754
8,0,4,4,True,26,1374.908
8,0,6,6,True,26,1465.72
9,0,2,2,True,25,1303.0929
9,0,8,8,True,26,1468.2095
10,0,2,2,True,26,1480.7559
11,0,6,6,True,26,1389.456
15,0,2,2,True,24,570.69257
15,0,8,8,True,24,628.9054
17,0,2,2,True,25,1315.6128
17,0,7,7,True,26,1518.0221
18,0,4,4,True,26,1115.602
18,0,7,7,True,25,1232.959
18,0,9,9,True,25,1112.7377
19,0,2,2,True,26,1400.0254
20,0,6,6,True,24,828.959
20,0,7,7,True,26,1390.849
21,0,6,6,True,26,1290.1069
23,0,6,6,True,26,1518.786
24,0,2,2,True,25,1208.0931
24,0,4,4,True,25,765.14246
24,0,6,6,True,24,723.00555
24,0,7,7,True,27,1513.2904
25,0,2,2,True,26,1523.3129
25,0,4,4,True,26,1119.9268
25,0,7,7,True,26,1366.3821
26,0,4,4,True,26,1145.0664
26,0,5,5,True,25,1308.049
26,0,6,6,True,25,1012.5734
26,0,7,7,True,26,1459.9846
26,0,8,8,True,26,1516.3021
26,0,9,9,True,24,847.1936
27,0,1,1,True,27,1331.4094
27,0,7,7,True,26,1439.4176
27,0,9,9,True,26,1454.723
28,0,4,4,True,27,1505.8114
28,0,6,6,True,26,1436.7056
29,0,6,6,True,26,1362.3201
29,0,7,7,True,26,1494.7883
30,0,2,2,True,25,1140.3219
30,0,7,7,True,26,1441.4094
31,0,2,2,True,24,396.04544
31,0,4,4,True,25,608.13403
31,0,6,6,True,26,1160.9712
31,0,7,7,True,26,881.9359
31,0,8,8,True,26,1321.7776
33,0,2,2,True,25,1294.5381
33,0,6,6,True,26,1337.9413
34,0,6,6,True,26,1504.3201
34,0,7,7,True,25,1352.5243
35,0,2,2,True,25,1063.2455
35,0,4,4,True,26,1084.0817
35,0,6,6,True,25,958.2009
35,0,7,7,True,25,1087.9229
35,0,8,8,True,26,1415.8627
35,0,9,9,True,27,1472.0665
36,0,2,2,True,25,1241.5261
36,0,4,4,True,26,1334.5236
36,0,6,6,True,26,1405.4686
37,0,2,2,True,26,1494.3624
37,0,6,6,True,26,1384.7606
38,0,4,4,True,27,1487.8374
38,0,7,7,True,26,1342.6865
39,0,2,2,True,25,1372.866
39,0,7,7,True,26,1448.6653
39,0,9,9,True,26,1424.4205
40,0,2,2,True,26,1440.9768
43,0,2,2,True,25,1338.6926
43,0,4,4,True,27,1503.2651
43,0,7,7,True,26,1276.4988
43,0,9,9,True,26,1427.9573
45,0,2,2,True,25,1126.6309
45,0,4,4,True,26,1380.6665
45,0,7,7,True,26,1306.63
45,0,8,8,True,25,1212.4253
46,0,2,2,True,26,1525.382
46,0,4,4,True,26,1280.8552
46,0,6,6,True,26,1496.0441
47,0,2,2,True,26,1481.4618
47,0,4,4,True,26,1468.38
48,0,6,6,True,25,1216.7913
48,0,7,7,True,25,1245.0096
49,0,4,4,True,27,1438.111
49,0,7,7,True,25,1012.8909
49,0,9,9,True,26,1420.52
52,0,2,2,True,24,948.145
52,0,3,3,True,26,1488.3242
53,0,2,2,True,24,751.14246
53,0,4,4,True,26,1108.2559
53,0,6,6,True,26,1189.3516
53,0,7,7,True,26,1269.2872
53,0,8,8,True,25,1078.5703
53,0,9,9,True,27,1423.7908
54,0,2,2,True,26,1512.7062
55,0,6,6,True,26,1446.3606
57,0,1,1,True,27,1244.577
57,0,2,2,True,25,1061.4589
57,0,4,4,True,26,1024.3773
57,0,5,5,True,26,1481.9683
57,0,6,6,True,27,1496.5441
57,0,7,7,True,26,1267.172
57,0,9,9,True,25,1123.3138
60,0,1,1,True,27,1509.4022
60,0,4,4,True,25,1187.9238
60,0,6,6,True,24,843.45953
60,0,7,7,True,25,978.56683
60,0,9,9,True,26,1450.0197
61,0,2,2,True,25,1301.083
61,0,4,4,True,26,1270.8717
61,0,7,7,True,26,1483.9376
62,0,6,6,True,25,1129.1426
62,0,7,7,True,26,1232.2317
63,0,4,4,True,27,1404.3628
63,0,6,6,True,26,1500.4752
64,0,6,6,True,26,1157.5305
64,0,7,7,True,24,599.98334
64,0,9,9,True,26,1321.2312
65,0,2,2,True,26,1453.7981
65,0,4,4,True,26,997.83966
65,0,6,6,True,25,1279.8562
65,0,7,7,True,26,1148.1425
65,0,9,9,True,25,1082.1252
66,0,4,4,True,26,1408.3756
66,0,6,6,True,26,1314.175
66,0,7,7,True,26,1488.7689
69,0,4,4,True,27,1460.7211
69,0,6,6,True,26,1424.3469
70,0,6,6,True,25,1290.5635
72,0,6,6,True,26,1509.4231
74,0,2,2,True,26,1294.5984
74,0,4,4,True,26,1331.1772
74,0,9,9,True,26,1420.6432
77,0,2,2,True,25,1362.3707
77,0,6,6,True,26,1342.9437
79,0,2,2,True,26,1518.2329
79,0,4,4,True,27,1482.8517
79,0,7,7,True,25,987.6497
80,0,2,2,True,26,1523.6167
81,0,2,2,True,24,699.2882
81,0,4,4,True,26,970.8568
81,0,6,6,True,27,1479.2482
81,0,7,7,True,27,1514.3903
81,0,9,9,True,27,1496.0027
82,0,2,2,True,26,1352.5941
82,0,4,4,True,26,1284.7444
82,0,6,6,True,26,1472.4517
82,0,7,7,True,26,1325.0781
83,0,4,4,True,26,1353.8593
85,0,2,2,True,26,1419.3801
85,0,4,4,True,26,1158.3942
85,0,6,6,True,25,1036.3054
85,0,7,7,True,26,1108.1553
85,0,9,9,True,26,1219.4663
86,0,1,1,True,27,1514.5184
86,0,2,2,True,23,468.71848
86,0,4,4,True,25,789.1001
86,0,6,6,True,25,836.7359
86,0,7,7,True,26,974.822
86,0,8,8,True,24,652.9127
86,0,9,9,True,27,1516.7429
87,0,6,6,True,25,1324.0502
87,0,7,7,True,26,1521.562
89,0,2,2,True,25,1215.6431
89,0,4,4,True,27,1394.1158
89,0,7,7,True,26,1377.7688
90,0,2,2,True,26,1451.7765
90,0,6,6,True,25,1257.8143
91,0,4,4,True,27,1467.3789
91,0,6,6,True,26,1424.0358
92,0,2,2,True,24,722.3095
92,0,4,4,True,24,544.01105
92,0,6,6,True,23,453.6871
92,0,7,7,True,24,868.15265
92,0,9,9,True,24,846.23047
94,0,7,7,True,26,1458.6072
97,0,6,6,True,25,1281.7671
98,0,4,4,True,24,660.07654
98,0,6,6,True,24,680.8392
98,0,7,7,True,25,1027.4823
98,0,9,9,True,25,1004.6144
99,0,7,7,True,26,1387.1222
100,1,0,0,True,27,1504.5411
100,1,2,2,True,24,839.3396
100,1,3,3,True,26,1113.8204
100,1,4,4,True,24,596.28687
100,1,5,5,True,25,1134.6964
100,1,6,6,True,24,645.84753
100,1,7,7,True,26,1149.6321
100,1,8,8,True,26,1222.7252
100,1,9,9,True,25,1045.771
101,1,0,0,True,27,1516.195
101,1,2,2,True,25,981.6384
101,1,3,3,True,26,1518.2566
101,1,4,4,True,25,1015.14087
101,1,6,6,True,25,1139.6022
101,1,7,7,True,26,1157.674
101,1,8,8,True,26,1267.6936
102,1,2,2,True,25,912.2576
102,1,3,3,True,25,993.8365
102,1,4,4,True,25,771.2049
102,1,5,5,True,27,1497.0972
102,1,6,6,True,26,980.75073
102,1,7,7,True,26,1061.8164
102,1,8,8,True,27,1177.4485
102,1,9,9,True,26,944.3892
103,1,0,0,True,27,1476.0748
103,1,2,2,True,24,854.0755
103,1,3,3,True,25,1194.8636
103,1,4,4,True,25,830.719
103,1,5,5,True,26,1286.0498
103,1,6,6,True,25,967.33966
103,1,7,7,True,26,1274.4288
103,1,9,9,True,27,1229.0638
104,1,0,0,True,26,783.2452
104,1,2,2,True,24,766.03394
104,1,3,3,True,24,550.5143
104,1,4,4,True,24,575.98267
104,1,5,5,True,24,742.5604
104,1,6,6,True,25,835.11017
104,1,7,7,True,24,510.40277
104,1,8,8,True,24,662.54663
